timestamp,signal_x,signal_y,signal_z
821.0,1.041,-0.013,0.172
822.0,1.040,-0.020,0.172
823.0,1.045,-0.016,0.168
824.0,1.040,-0.014,0.164
825.0,1.032,-0.018,0.169
826.0,1.045,-0.012,0.162
827.0,1.051,-0.013,0.167
828.0,1.041,-0.002,0.172
829.0,1.038,-0.004,0.183
830.0,1.041,-0.009,0.181
831.0,1.045,-0.010,0.187
832.0,1.044,-0.015,0.185
833.0,1.038,-0.013,0.182
834.0,1.042,-0.006,0.176
835.0,1.044,-0.010,0.172
836.0,1.043,-0.019,0.167
837.0,1.034,-0.016,0.169
838.0,1.039,-0.010,0.167
839.0,1.039,-0.014,0.167
840.0,1.043,-0.017,0.169
841.0,1.037,-0.012,0.170
842.0,1.049,-0.016,0.176
843.0,1.045,-0.016,0.170
844.0,1.032,-0.015,0.177
845.0,1.032,-0.013,0.177
846.0,1.040,-0.012,0.177
847.0,1.045,-0.008,0.177
848.0,1.046,-0.006,0.176
849.0,1.049,-0.006,0.175
850.0,1.050,-0.008,0.170
851.0,1.042,-0.008,0.165
852.0,1.040,-0.018,0.167
853.0,1.029,-0.018,0.165
854.0,1.037,-0.011,0.167
855.0,1.035,-0.010,0.167
856.0,1.041,-0.016,0.163
857.0,1.048,-0.011,0.165
858.0,1.042,-0.011,0.161
859.0,1.037,-0.004,0.174
860.0,1.047,-0.003,0.173
861.0,1.052,-0.008,0.165
862.0,1.047,-0.016,0.166
863.0,1.041,-0.011,0.171
864.0,1.038,-0.013,0.174
865.0,1.044,-0.009,0.167
866.0,1.039,-0.011,0.174
867.0,1.041,-0.014,0.175
868.0,1.050,-0.008,0.172
869.0,1.049,-0.008,0.175
870.0,1.042,-0.010,0.182
871.0,1.040,-0.011,0.174
872.0,1.038,-0.012,0.177
873.0,1.044,-0.010,0.175
874.0,1.043,-0.010,0.170
875.0,1.045,-0.011,0.178
876.0,1.045,-0.010,0.179
877.0,1.045,-0.006,0.181
878.0,1.041,-0.012,0.181
879.0,1.048,-0.007,0.176
880.0,1.048,-0.009,0.171
881.0,1.039,-0.013,0.167
882.0,1.034,-0.007,0.165
883.0,1.033,-0.011,0.156
884.0,1.036,-0.015,0.160
885.0,1.037,-0.003,0.158
886.0,1.035,-0.009,0.168
887.0,1.041,-0.014,0.172
888.0,1.045,-0.012,0.171
889.0,1.039,-0.011,0.174
890.0,1.037,-0.010,0.178
891.0,1.048,-0.013,0.181
892.0,1.049,-0.013,0.186
893.0,1.045,-0.013,0.176
894.0,1.048,-0.011,0.175
895.0,1.044,-0.010,0.176
896.0,1.042,-0.007,0.171
897.0,1.042,-0.004,0.177
898.0,1.041,-0.006,0.169
899.0,1.040,-0.009,0.166
900.0,1.034,-0.013,0.168
901.0,1.037,-0.018,0.170
902.0,1.040,-0.013,0.158
903.0,1.037,-0.012,0.166
904.0,1.038,-0.015,0.177
905.0,1.040,-0.009,0.174
906.0,1.047,-0.006,0.168
907.0,1.039,-0.013,0.174
908.0,1.039,-0.009,0.188
909.0,1.044,-0.012,0.180
910.0,1.045,-0.010,0.170
911.0,1.035,-0.011,0.177
912.0,1.033,-0.018,0.184
913.0,1.044,-0.011,0.171
914.0,1.039,-0.013,0.172
915.0,1.028,-0.013,0.169
916.0,1.037,-0.010,0.172
917.0,1.052,-0.008,0.167
918.0,1.044,-0.005,0.165
919.0,1.034,-0.012,0.179
920.0,1.037,-0.018,0.173
921.0,1.046,-0.013,0.173
922.0,1.043,-0.009,0.175
923.0,1.030,-0.016,0.173
924.0,1.034,-0.013,0.175
925.0,1.044,-0.010,0.180
926.0,1.036,-0.008,0.172
927.0,1.034,-0.014,0.160
928.0,1.039,-0.013,0.169
929.0,1.048,-0.017,0.180
930.0,1.042,-0.005,0.181
931.0,1.037,-0.009,0.179
932.0,1.047,-0.013,0.180
933.0,1.049,-0.006,0.172
934.0,1.040,-0.012,0.178
935.0,1.043,-0.020,0.174
936.0,1.047,-0.013,0.170
937.0,1.045,-0.010,0.174
938.0,1.037,-0.010,0.183
939.0,1.049,-0.009,0.184
940.0,1.044,-0.010,0.176
941.0,1.039,-0.009,0.171
942.0,1.039,-0.011,0.165
943.0,1.042,-0.012,0.164
944.0,1.039,-0.011,0.165
945.0,1.033,-0.013,0.160
946.0,1.033,-0.005,0.154
947.0,1.043,-0.004,0.156
948.0,1.042,-0.006,0.162
949.0,1.039,-0.008,0.178
950.0,1.040,-0.006,0.184
951.0,1.035,-0.013,0.174
952.0,1.045,-0.014,0.184
953.0,1.045,-0.013,0.192
954.0,1.044,-0.008,0.198
955.0,1.045,-0.007,0.189
956.0,1.043,-0.005,0.181
957.0,1.044,-0.006,0.176
958.0,1.045,-0.010,0.178
959.0,1.041,-0.013,0.167
960.0,1.032,-0.013,0.157
961.0,1.039,-0.010,0.161
962.0,1.040,-0.010,0.164
963.0,1.038,-0.010,0.173
964.0,1.037,-0.011,0.170
965.0,1.037,-0.013,0.167
966.0,1.038,-0.014,0.174
967.0,1.043,-0.004,0.174
968.0,1.034,-0.005,0.171
969.0,1.043,-0.006,0.181
970.0,1.046,-0.007,0.179
971.0,1.041,-0.015,0.177
972.0,1.047,-0.020,0.179
973.0,1.044,-0.014,0.171
974.0,1.033,-0.019,0.167
975.0,1.030,-0.013,0.161
976.0,1.038,-0.014,0.164
977.0,1.045,-0.011,0.166
978.0,1.040,-0.011,0.180
979.0,1.038,-0.015,0.173
980.0,1.034,-0.014,0.179
981.0,1.040,-0.011,0.185
982.0,1.039,-0.007,0.178
983.0,1.034,-0.006,0.172
984.0,1.044,-0.006,0.176
985.0,1.047,-0.009,0.179
986.0,1.042,-0.010,0.175
987.0,1.042,-0.008,0.173
988.0,1.040,-0.009,0.167
989.0,1.037,-0.007,0.175
990.0,1.032,-0.008,0.177
991.0,1.035,-0.011,0.177
992.0,1.043,-0.014,0.175
993.0,1.036,-0.008,0.167
994.0,1.036,-0.010,0.167
995.0,1.045,-0.007,0.165
996.0,1.042,-0.013,0.173
997.0,1.035,-0.013,0.178
998.0,1.034,-0.010,0.178
999.0,1.047,-0.014,0.174
